"","bgc","ss_nospace","Species","spp","newsuit_ord","mean_abund_ss","sd_abund_ss","nplots_ss","review"
"1300","ICHmw2","ICHmw2/104","LARIOCC","Lw","2",7.39090909097682,6.77529891027995,22,"Y"
"1301","ICHmw2","ICHmw2/104","POPUTRE","At","2",3.93499998406818,1.99272428346311,6,"Y"
"1302","ICHmw2","ICHmw2/104","PSEUMEN","Fd","1",17.2840909107842,14.1526387249827,44,"Y"
"1303","ICHmw2","ICHmw2/104","THUJPLI","Cw","1",18.1152173902677,13.633438751873,46,"Y"
"1304","ICHmw2","ICHmw2/110","PICEENE","Sx","2",9.43636363677003,8.42024616341566,11,"Y"
"1305","ICHmw2","ICHmw2/110","PINUMON","Pw","3",0.75,0.353553390593274,2,"Y"
"1306","ICHmw2","ICHmw2/112","ABIELAS","Bl","1",20.75,7.42462120245875,2,"Y"
"1307","ICHmw2","ICHmw2/112","PICEENE","Sx","1",17.75,1.76776695296637,2,"Y"
"1308","ICHmw3","ICHmw3/01","PINUMON","Pw","2",4.65625,3.59035165408627,16,"Y"
"1309","ICHmw3","ICHmw3/01","PSEUMEN","Fd","1",15.5,14.4695081694806,31,"Y"
"1310","ICHmw3","ICHmw3/03","PINUMON","Pw","3",0.900000005960464,0.14142134780794,2,"Y"
"1311","ICHmw3","ICHmw3/03","PSEUMEN","Fd","1",23.5399999976158,19.4359975333981,5,"Y"
"1312","ICHmw3","ICHmw3/04","BETUPAP","Ep","2",9.15,6.48952146840496,10,"Y"
"1313","ICHmw3","ICHmw3/04","PINUCON","Pl","1",22.5833333333333,15.8656766943518,12,"Y"
"1314","ICHmw3","ICHmw3/04","POPUTRE","At","2",4.875,3.56779577143461,4,"Y"
"1315","ICHmw3","ICHmw3/05","POPUTRE","At","2",3.33333333333333,2.46644143115812,3,"Y"
"1316","ICHmw3","ICHmw3/06","TSUGHET","Hw","1",6.625,2.68871096748361,4,"Y"
"1317","ICHmw3","ICHmw3/07","PICEENE","Sx","1",6.71260070800781,5.95924394226093,9,"Y"
"1318","ICHmw3","ICHmw3/07","POPUTRE","At","2",0.75,0.353553390593274,2,"Y"
"1319","ICHmw4","ICHmw4/101","BETUPAP","Ep","2",7.93421052631579,7.23184684706097,38,"Y"
"1320","ICHmw4","ICHmw4/101","LARIOCC","Lw","2",7.87435897439718,7.02400837532319,39,"Y"
"1321","ICHmw4","ICHmw4/101","PINUMON","Pw","2",3,2.293884208478,22,"Y"
"1322","ICHmw4","ICHmw4/101","THUJPLI","Cw","1",20.5538461541327,15.5727756573332,130,"Y"
"1323","ICHmw4","ICHmw4/102","PINUCON","Pl","2",2.33333333333333,0.577350269189626,3,"Y"
"1324","ICHmw4","ICHmw4/103","LARIOCC","Lw","2",4.80952380952381,4.06963201799681,21,"Y"
"1325","ICHmw4","ICHmw4/103","PSEUMEN","Fd","1",22.7684090909633,16.4722177586748,44,"Y"
"1326","ICHmw4","ICHmw4/104","BETUPAP","Ep","2",9.44444444444444,7.05533682950557,9,"Y"
"1327","ICHmw4","ICHmw4/104","LARIOCC","Lw","1",6.12962962962963,5.17685788387682,27,"Y"
"1328","ICHmw4","ICHmw4/104","PINUMON","Pw","2",2.78750000009313,2.24999999988134,16,"Y"
"1329","ICHmw4","ICHmw4/104","PSEUMEN","Fd","1",7.95139534689139,7.76906030415802,43,"Y"
"1330","ICHmw4","ICHmw4/104","THUJPLI","Cw","1",15.858200020045,13.4815707619376,50,"Y"
"1331","ICHmw4","ICHmw4/110","BETUPAP","Ep","2",6.33333333333333,4.72581562625261,3,"Y"
"1332","ICHmw4","ICHmw4/110","POPUTRI","Ac","2",5.25,2.3629078131263,4,"Y"
"1333","ICHmw4","ICHmw4/110","THUJPLI","Cw","1",20.1181818192655,18.4817480395557,44,"Y"
"1334","ICHmw4","ICHmw4/111","ABIELAS","Bl","1",11.839999961853,4.65059136680865,5,"Y"
"1335","ICHmw4","ICHmw4/111","PICEENE","Sx","1",22.0849999984105,9.23522332997474,6,"Y"
"1336","ICHmw4","ICHmw4/112","LARIOCC","Lw","4",3,0,2,"Y"
"1337","ICHmw4","ICHmw4/112","POPUTRI","Ac","2",5.5,4.94974746830583,2,"Y"
"1338","ICHmw4","ICHmw4/113","ABIELAS","Bl","1",8.83333333333333,2.3629078131263,3,"Y"
"1339","ICHmw4","ICHmw4/113","THUJPLI","Cw","2",5,2.82842712474619,2,"Y"
"1340","ICHmw4","ICHmw4/114","ABIELAS","Bl","2",7.66666666666667,4.72581562625261,3,"Y"
"1341","ICHmw4","ICHmw4/114","BETUPAP","Ep","4",15,7.07106781186548,2,"Y"
"1342","ICHmw4","ICHmw4/114","PICEENE","Sx","1",24,7,3,"Y"
"1343","ICHmw5","ICHmw5/101","BETUPAP","Ep","2",8.15121951335814,7.3266677971029,41,"Y"
"1344","ICHmw5","ICHmw5/101","LARIOCC","Lw","2",6.95538461540754,5.41912212586738,65,"Y"
"1345","ICHmw5","ICHmw5/101","THUJPLI","Cw","1",21.8486486490615,15.7414159152083,148,"Y"
"1346","ICHmw5","ICHmw5/103","PSEUMEN","Fd","1",21.2277777835175,15.3370487207869,54,"Y"
"1347","ICHmw5","ICHmw5/104","BETUPAP","Ep","2",9.15842105261981,8.39425482311056,19,"Y"
"1348","ICHmw5","ICHmw5/104","LARIOCC","Lw","1",10.348269235486,8.36381438339232,52,"Y"
"1349","ICHmw5","ICHmw5/104","PSEUMEN","Fd","1",15.3265789476664,12.717533572514,76,"Y"
"1350","ICHmw5","ICHmw5/110","ABIELAS","Bl","2",8.81428572663239,8.7208048452576,35,"Y"
"1351","ICHmw5","ICHmw5/110","BETUPAP","Ep","2",7.75,6.47703042118246,14,"Y"
"1352","ICHmw5","ICHmw5/110","PICEENE","Sx","2",9.9378378487922,7.50634368972429,37,"Y"
"1353","ICHmw5","ICHmw5/110","POPUTRE","At","2",3.625,2.76134025429682,8,"Y"
"1354","ICHmw5","ICHmw5/110","POPUTRI","Ac","2",3.77777777777778,2.63523138347365,9,"Y"
"1355","ICHmw5","ICHmw5/110","TSUGHET","Hw","1",21.6383833299081,20.0594464050554,60,"Y"
"1356","ICHmw5","ICHmw5/111","ABIELAS","Bl","3",12.9375,9.3824970023976,8,"Y"
"1357","ICHmw5","ICHmw5/111","POPUTRI","Ac","2",4.5,3.3166247903554,4,"Y"
"1358","ICHmw5","ICHmw5/111","TSUGHET","Hw","1",15.6739130434783,13.9117418486982,23,"Y"
"1359","ICHmw5","ICHmw5/112","PICEENE","Sx","1",20.6285714166505,5.5712698222119,7,"Y"
"1360","ICHmw5","ICHmw5/112","TSUGHET","Hw","2",5.05714285586561,4.80550279860479,7,"Y"
"1361","ICHmw5","ICHmw5/113","PICEENE","Sx","2",1.66666666666667,0.577350269189626,3,"Y"
"1362","ICHmw5","ICHmw5/113","THUJPLI","Cw","1",22.7142857142857,20.1388040501771,7,"Y"
"1363","ICHvc","ICHvc/01","ABIELAS","Bl","1",23.8249999880791,19.1837542729611,8,"Y"
"1364","ICHvc","ICHvc/01","PICEENE","Sx","1",13,0,2,"Y"
"1365","ICHvc","ICHvc/01","TSUGMER","Hm","3",21.3400001525879,9.80340730654987,3,"Y"
"1366","ICHvc","ICHvc/02","ABIELAS","Bl","1",21.6363636363636,15.7465724986279,11,"Y"
"1367","ICHvc","ICHvc/02","PICEENE","Sx","2",9.66666666666667,5.46504040851179,6,"Y"
"1368","ICHvc","ICHvc/02","POPUTRE","At","3",0.100000001490116,0,2,"Y"
"1369","ICHvc","ICHvc/02","TSUGMER","Hm","3",26.1000003814697,16.2812780316307,4,"Y"
"1370","ICHvc","ICHvc/03","ABIELAS","Bl","1",20,18.3847763108502,2,"Y"
"1371","ICHvc","ICHvc/03a","ABIELAS","Bl","1",18,9.89949493661167,2,"Y"
"1372","ICHvc","ICHvc/03a","POPUTRI","Ac","1",9,1.4142135623731,2,"Y"
"1373","ICHvc","ICHvc/03b","ABIELAS","Bl","1",7.66666666666667,0.577350269189626,3,"Y"
"1374","ICHvc","ICHvc/04","ABIELAS","Bl","1",16.5,2.12132034355964,2,"Y"
"1375","ICHvc","ICHvc/06","ABIELAS","Bl","1",5.5,0.707106781186548,2,"Y"
"1376","ICHvk1","ICHvk1/01","PICEENE","Sx","2",8,3.46410161513775,3,"Y"
"1377","ICHvk1","ICHvk1/04","THUJPLI","Cw","1",17.5192235633731,11.7679506098653,6,"Y"
"1378","ICHvk1","ICHvk1/04","TSUGHET","Hw","1",20.2974428658684,16.6279144184352,6,"Y"
"1379","ICHvk1","ICHvk1/05","PICEENE","Sx","1",8.5,4.94974746830583,2,"Y"
"1380","ICHvk1","ICHvk1/05","THUJPLI","Cw","2",9,8.20568908339411,4,"Y"
"1381","ICHvk1","ICHvk1/06","PICEENE","Sx","2",4.5,0.707106781186548,2,"Y"
"1382","ICHvk1","ICHvk1/06","THUJPLI","Cw","2",2.33333333333333,1.52752523165195,3,"Y"
"1383","ICHvk2","ICHvk2/01","ABIELAS","Bl","2",6.61875000176951,6.16800548589627,16,"Y"
"1384","ICHvk2","ICHvk2/01","PICEENE","Sx","1",13.6874999944121,9.16783326375164,16,"Y"
"1385","ICHvk2","ICHvk2/01","PSEUMEN","Fd","3",10.5250000208616,8.22369549349178,4,"Y"
"1386","ICHvk2","ICHvk2/02","TSUGHET","Hw","2",45,22.9128784747792,3,"Y"
"1387","ICHvk2","ICHvk2/04","ABIELAS","Bl","1",6.30000000074506,1.69705627379404,2,"Y"
"1388","ICHwc","ICHwc/01","ABIELAS","Bl","1",13,8.56348838577675,7,"Y"
"1389","ICHwc","ICHwc/01","TSUGHET","Hw","1",18.1500000003725,16.8762724383463,8,"Y"
"1390","ICHwc","ICHwc/03","BETUPAP","Ep","2",1.5,1.3228756555323,3,"Y"
"1391","ICHwc","ICHwc/03","PICEA","Sx","1",12.6666666666667,11.2398102000582,3,"Y"
"1392","ICHwc","ICHwc/03","PICEAX","Sx","1",2.66666666666667,0.577350269189626,3,"Y"
"1393","ICHwc","ICHwc/03","PINUCON","Pl","1",20.2222222222222,13.9443337755679,9,"Y"
"1394","ICHwc","ICHwc/04","ABIELAS","Bl","1",15.4,8.5615419172016,5,"Y"
"1395","ICHwc","ICHwc/04","PICEA","Sx","1",7.5,3.53553390593274,2,"Y"
"1396","ICHwc","ICHwc/04","TSUGHET","Hw","2",60,56.5685424949238,2,"Y"
"1397","ICHwc","ICHwc/05","PICEA","Sx","1",15,0,2,"Y"
"1398","ICHwc","ICHwc/05","TSUGHET","Hw","2",1.3336666666825,1.15412318808264,3,"Y"
"1399","ICHwk1","ICHwk1/01","BETUPAP","Ep","3",32.5,24.7487373415292,2,"Y"
"1400","ICHwk1","ICHwk1/01","PICEENE","Sx","3",11.8330869674683,10.2887956637669,25,"Y"
"1401","ICHwk1","ICHwk1/01","PSEUMEN","Fd","2",9.54545454545454,4.56866799764737,11,"Y"
"1402","ICHwk1","ICHwk1/03","PINUMON","Pw","2",3.33333333333333,1.52752523165195,3,"Y"
"1403","ICHwk1","ICHwk1/03","PSEUMEN","Fd","1",10.9166666666667,7.86394727008432,6,"Y"
"1404","ICHwk1","ICHwk1/03","THUJPLI","Cw","1",21.1122222221974,17.2008966174913,9,"Y"
"1405","ICHwk1","ICHwk1/04","BETUPAP","Ep","2",6.625,3.40036762718386,4,"Y"
"1406","ICHwk1","ICHwk1/04","PICEENE","Sx","3",17.45,12.3523502037287,10,"Y"
"1407","ICHwk1","ICHwk1/04","PINUMON","Pw","2",2.66666666666667,2.44267612807483,6,"Y"
"1408","ICHwk1","ICHwk1/04","PSEUMEN","Fd","2",8.92307692307692,7.296820522912,13,"Y"
"1409","ICHwk1","ICHwk1/04","THUJPLI","Cw","1",19.1969287965086,18.9363707910153,31,"Y"
"1410","ICHwk1","ICHwk1/05","PICEENE","Sx","2",5.21428571428571,3.60390000389789,7,"Y"
"1411","ICHwk1","ICHwk1/05","PINUMON","Pw","2",5.5,2.12132034355964,2,"Y"
"1412","ICHwk1","ICHwk1/06","THUJPLI","Cw","3",45,26.6833281282527,8,"Y"
"1413","ICHwk1","ICHwk1/06","TSUGHET","Hw","3",33,27.0449361513125,8,"Y"
"1414","ICHwk1","ICHwk1/07","PICEENE","Sx","2",9.5,7.77817459305202,2,"Y"
"1415","ICHwk1","ICHwk1/07","TSUGHET","Hw","2",40.2,40.0649472731464,5,"Y"
"1416","ICHwk2","ICHwk2/01","BETUPAP","Ep","2",2.33333333333333,1.52752523165195,3,"Y"
"1417","ICHwk2","ICHwk2/01","PICEENE","Sx","1",16.3,5.0122073203552,10,"Y"
"1418","ICHwk2","ICHwk2/01","PINUCON","Pl","1",7.75,7.27438428093173,4,"Y"
"1419","ICHwk2","ICHwk2/02","TSUGHET","Hw","4",46,45.4899256246186,4,"Y"
"1420","ICHwk2","ICHwk2/03","BETUPAP","Ep","4",4.23333332935969,3.65558933353487,3,"Y"
"1421","ICHwk2","ICHwk2/03","PINUCON","Pl","2",4,0,2,"Y"
"1422","ICHwk2","ICHwk2/04","BETUPAP","Ep","2",9.5,6.60807586719967,4,"Y"
"1423","ICHwk2","ICHwk2/04","PICEENE","Sx","3",16.2,10.0099950049938,5,"Y"
"1424","ICHwk2","ICHwk2/04","PINUCON","Pl","1",10.4,6.02494813255683,5,"Y"
"1425","ICHwk2","ICHwk2/04","PSEUMEN","Fd","1",18.5555555555556,14.7233752169052,9,"Y"
"1426","ICHwk2","ICHwk2/07","ABIELAS","Bl","2",5.91999999880791,4.6699512265411,10,"Y"
"1427","ICHwk2","ICHwk2/07","BETUPAP","Ep","2",8.5,3.41565025531987,4,"Y"
"1428","ICHwk2","ICHwk2/07","PICEAX","Sx","1",12.0166666507721,8.89840806071452,6,"Y"
"1429","ICHwk2","ICHwk2/07","PICEENE","Sx","1",15.8666666646798,9.71013216455658,6,"Y"
"1430","ICHwk2","ICHwk2/07","POPUTRE","At","3",11,1.4142135623731,2,"Y"
"1431","ICHwk2","ICHwk2/07","POPUTRI","Ac","2",7.01666666691502,5.54271293371073,6,"Y"
"1432","ICHwk2","ICHwk2/07","PSEUMEN","Fd","3",17.3500000039736,14.8113132428743,6,"Y"
"1433","ICHwk2","ICHwk2/08","PICEENE","Sx","1",14,8.48528137423857,2,"Y"
"1434","ICHwk2","ICHwk2/08","THUJPLI","Cw","2",39,7.07106781186548,2,"Y"
"1435","ICHwk2","ICHwk2/08","TSUGHET","Hw","2",40,8.48528137423857,2,"Y"
"1436","ICHwk3","ICHwk3/01","BETUPAP","Ep","2",3.03333333383004,0.0577350277792815,3,"Y"
"1437","ICHwk3","ICHwk3/01","PICEA","Sx","1",4.5,3.53553390593274,2,"Y"
"1438","ICHwk3","ICHwk3/01","PICEAX","Sx","1",9.86666666716337,8.72849738816156,6,"Y"
"1439","ICHwk3","ICHwk3/01","PICEENE","Sx","1",10.9611111113595,8.68542652906405,18,"Y"
"1440","ICHwk3","ICHwk3/01","PSEUMEN","Fd","2",5,2.58198889747161,4,"Y"
"1441","ICHwk3","ICHwk3/02","BETUPAP","Ep","4",2.33333333333333,1.52752523165195,3,"Y"
"1442","ICHwk3","ICHwk3/02","PSEUMEN","Fd","4",17,11.1654228162962,4,"Y"
"1443","ICHwk3","ICHwk3/02","THUJPLI","Cw","4",9.5,8.54400374531753,5,"Y"
"1444","ICHwk3","ICHwk3/03","PICEENE","Sx","2",9.61111111111111,6.05071162022378,9,"Y"
"1445","ICHwk3","ICHwk3/03","PINUCON","Pl","2",8,7,3,"Y"
"1446","ICHwk3","ICHwk3/03","THUJPLI","Cw","2",42.4444444444444,25.7687364412339,9,"Y"
"1447","ICHwk3","ICHwk3/04","BETUPAP","Ep","2",4.5,0.707106781186548,2,"Y"
"1448","ICHwk3","ICHwk3/04","PICEENE","Sx","2",3.75,2.06155281280883,4,"Y"
"1449","ICHwk3","ICHwk3/04","PINUCON","Pl","1",4,1.4142135623731,2,"Y"
"1450","ICHwk3","ICHwk3/04","PSEUMEN","Fd","1",9.4,8.40898989838322,10,"Y"
"1451","ICHwk3","ICHwk3/05","BETUPAP","Ep","2",9.5,7.77817459305202,2,"Y"
"1452","ICHwk3","ICHwk3/05","PICEA","Sx","1",6.5,2.12132034355964,2,"Y"
"1453","ICHwk3","ICHwk3/05","PICEAX","Sx","1",15,0,2,"Y"
"1454","ICHwk3","ICHwk3/05","PICEENE","Sx","1",20.6666666666667,13.6332925834762,6,"Y"
"1455","ICHwk3","ICHwk3/05","TSUGHET","Hw","1",18.4285714285714,17.9816756544172,14,"Y"
"1456","ICHwk3","ICHwk3/06","BETUPAP","Ep","2",7.5,6.36396103067893,2,"Y"
"1457","ICHwk3","ICHwk3/06","PICEENE","Sx","1",11.6666666666667,9.52190457139047,6,"Y"
"1458","ICHwk3","ICHwk3/06","TSUGHET","Hw","2",7.66666666666667,7.05336798983294,9,"Y"
"1459","ICHwk3","ICHwk3/07","PICEA","Sx","2",9.33333333333333,1.15470053837925,3,"Y"
"1460","ICHwk3","ICHwk3/07","THUJPLI","Cw","3",32.6666666666667,20.4042479237372,3,"Y"
"1461","ICHwk3","ICHwk3/09","PICEENE","Sx","3",21.3333333333333,10.0664459136943,3,"Y"
"1462","ICHwk4","ICHwk4/01","PICEAX","Sx","1",16.6666666666667,13.9236010667739,6,"Y"
"1463","ICHwk4","ICHwk4/01","PICEENE","Sx","1",15.0714285714286,8.39855429736061,7,"Y"
"1464","ICHwk4","ICHwk4/01","PINUCON","Pl","1",9.55555555555556,8.38318422663953,9,"Y"
"1465","ICHwk4","ICHwk4/01","PSEUMEN","Fd","1",9.90000000037253,9.14767730046505,8,"Y"
"1466","ICHwk4","ICHwk4/01","THUJPLI","Cw","1",7.41000003814697,5.24858717356929,10,"Y"
"1467","ICHwk4","ICHwk4/04","PICEENE","Sx","2",8,1,3,"Y"
"1468","ICHwk4","ICHwk4/04","PINUCON","Pl","1",21.9142858641488,17.5574703443948,7,"Y"
"1469","ICHwk4","ICHwk4/04","POPUTRE","At","3",0.920000000298023,0.712039324327703,5,"Y"
"1470","ICHwk4","ICHwk4/04","TSUGHET","Hw","2",5.31428568703788,5.30484953402966,7,"Y"
"1471","ICHwk4","ICHwk4/05","PICEENE","Sx","3",16.3666667938232,14.6185956429537,3,"Y"
"1472","ICHwk4","ICHwk4/05","PINUCON","Pl","1",19.0384615974931,16.8504469944287,13,"Y"
"1473","ICHwk4","ICHwk4/05","POPUTRE","At","1",4.5749999769032,4.40936499283487,4,"Y"
"1474","ICHwk4","ICHwk4/06","PICEAX","Sx","1",19.1599998474121,11.6915778255192,5,"Y"
"1475","ICHwk4","ICHwk4/06","PICEENE","Sx","1",11.25,4.99165971062398,4,"Y"
"1476","ICHwk4","ICHwk4/07","PICEAX","Sx","1",18.7888888890545,13.1520382876211,9,"Y"
"1477","ICHwk4","ICHwk4/07","POPUTRI","Ac","1",10.0166666507721,9.58966457711816,6,"Y"
"1478","ICHxm1","ICHxm1/101","BETUPAP","Ep","2",7.61111111111111,5.41858940233629,9,"Y"
"1479","ICHxm1","ICHxm1/101","THUJPLI","Cw","2",47.1699999988079,38.6485604175023,10,"Y"
"1480","ICHxm1","ICHxm1/102","PINUPON","Py","2",9.3,5.67450438364444,5,"Y"
"1481","ICHxm1","ICHxm1/102","PSEUMEN","Fd","2",6.875,3.83785964655648,4,"Y"
"1482","ICHxm1","ICHxm1/103","PINUPON","Py","2",6,2.12132034355964,5,"Y"
"1483","ICHxm1","ICHxm1/103","PSEUMEN","Fd","1",23.7142857142857,10.0947888489439,7,"Y"
"1484","ICHxm1","ICHxm1/104","PSEUMEN","Fd","1",17,2.82842712474619,2,"Y"
"1485","ICHxm1","ICHxm1/104.1","LARIOCC","Lw","2",9.1875,7.20088040252222,8,"Y"
"1486","ICHxm1","ICHxm1/110","BETUPAP","Ep","2",1,0,2,"Y"
"1487","ICHxm1","ICHxm1/110","LARIOCC","Lw","2",8.16666666666667,7.75134396948899,3,"Y"
"1488","ICHxm1","ICHxm1/110","PICEENE","Sx","2",6.36000000238419,4.76686479583394,5,"Y"
"1489","ICHxw","ICHxw/101","BETUPAP","Ep","2",6.97058823748547,5.71278879856004,17,"Y"
"1490","ICHxw","ICHxw/101","LARIOCC","Lw","2",5.94444444444444,5.57025832235613,9,"Y"
"1491","ICHxw","ICHxw/101","PINUCON","Pl","2",6.52000000029802,2.01428233705861,10,"Y"
"1492","ICHxw","ICHxw/101","PINUMON","Pw","2",4.18000001013279,3.70027025321968,5,"Y"
"1493","ICHxw","ICHxw/101","PSEUMEN","Fd","1",18.1183333346206,17.0092681481967,18,"Y"
"1494","ICHxw","ICHxw/101","THUJPLI","Cw","2",27.5812500007451,20.655079076082,16,"Y"
"1495","ICHxw","ICHxw/102","PINUPON","Py","1",12.75,10.2643627594285,8,"Y"
"1496","ICHxw","ICHxw/102","PSEUMEN","Fd","1",15.3388888889717,6.48140502601431,9,"Y"
"1497","ICHxw","ICHxw/103","PINUPON","Py","1",9.875,8.64195194000368,16,"Y"
"1498","ICHxw","ICHxw/103","PSEUMEN","Fd","1",20.678947360892,12.0764499424512,19,"Y"
"1499","ICHxw","ICHxw/104","LARIOCC","Lw","2",4.5,4.35889894354067,4,"Y"
"1500","ICHxw","ICHxw/104","PINUCON","Pl","2",5.5,3.69684550213647,4,"Y"
"1501","ICHxwa","ICHxwa/101","BETUPAP","Ep","2",5.5,0.707106781186548,2,"Y"
"1502","ICHxwa","ICHxwa/101","LARIOCC","Lw","2",2.5,2.12132034355964,2,"Y"
"1503","ICHxwa","ICHxwa/101","PSEUMEN","Fd","1",18.5,14.0416048465504,4,"Y"
"1504","ICHxwa","ICHxwa/101","TSUGHET","Hw","3",0.5,0,2,"Y"
"1505","ICHxwa","ICHxwa/103","PSEUMEN","Fd","1",14.2043478207096,9.29326384995371,23,"Y"
"1506","ICHxwa","ICHxwa/104","PSEUMEN","Fd","1",20.2142857132213,16.6276304781843,7,"Y"
"1507","ICHxwa","ICHxwa/111","THUJPLI","Cw","1",20.8500000238419,20.0111218738618,2,"Y"
"1508","IDFdc","IDFdc/02","PSEUMEN","Fd","3",16.25,10.3670149995068,6,"Y"
"1509","IDFdc","IDFdc/03","PINUCON","Pl","3",22.8333333333333,13.0240162776311,9,"Y"
"1510","IDFdc","IDFdc/04","PINUCON","Pl","3",14,9.79795897113271,4,"Y"
"1511","IDFdc","IDFdc/04","PINUPON","Py","2",4,1.4142135623731,2,"Y"
"1512","IDFdc","IDFdc/05","ABIELAS","Bl","4",4.9,4.33589667773576,5,"Y"
"1513","IDFdc","IDFdc/05","PSEUMEN","Fd","2",32.4285714285714,21.6090809835213,7,"Y"
"1514","IDFdh","IDFdh/101","PINUPON","Py","2",4.33333333333333,1.15470053837925,3,"Y"
"1515","IDFdh","IDFdh/102","PINUPON","Py","1",9.5,2.59807621135332,3,"Y"
"1516","IDFdh","IDFdh/102","PSEUMEN","Fd","2",7,1.4142135623731,2,"Y"
"1517","IDFdh","IDFdh/103","PINUPON","Py","1",6.2,4.14728827066554,5,"Y"
"1518","IDFdh","IDFdh/103","PSEUMEN","Fd","1",9.6,8.50294066779253,5,"Y"
"1519","IDFdh","IDFdh/104","PINUPON","Py","1",22.75,18.4096894777361,4,"Y"
"1520","IDFdh","IDFdh/104","PSEUMEN","Fd","1",20.5,5.78791845139511,4,"Y"
"1521","IDFdh","IDFdh/110","LARIOCC","Lw","2",8.625,7.8249068152066,4,"Y"
"1522","IDFdh","IDFdh/110","PINUCON","Pl","2",5.66666666666667,3.78593889720018,3,"Y"
"1523","IDFdk1","IDFdk1/102","PSEUMEN","Fd","3",17.25,8.02340326794061,6,"Y"
"1524","IDFdk1","IDFdk1/103","PINUPON","Py","2",4.20000000049671,2.18632111063492,6,"Y"
"1525","IDFdk1","IDFdk1/111","PICEENE","Sx","2",27.1583333015442,25.5716980526183,12,"Y"
"1526","IDFdk2","IDFdk2/101","PINUPON","Py","4",2.67499995231628,1.57770922833538,4,"Y"
"1527","IDFdk2","IDFdk2/102","PSEUMEN","Fd","3",14.8333333333333,4.20317340430616,6,"Y"
"1528","IDFdk2","IDFdk2/103","PINUPON","Py","2",7.95999999046326,7.32277270373538,5,"Y"
"1529","IDFdk2","IDFdk2/105","PICEENE","Sx","2",7.61249999701977,7.59331237994738,8,"Y"
"1530","IDFdk2","IDFdk2/111","ABIELAS","Bl","3",0.550000000745058,0.070710679172326,2,"Y"
"1531","IDFdk2","IDFdk2/111","PICEENE","Sx","2",27.7222222222222,21.0224747459581,9,"Y"
"1532","IDFdk2","IDFdk2/111","PINUCON","Pl","3",16,13,5,"Y"
"1533","IDFdk3","IDFdk3/01","PSEUMEN","Fd","2",44.3611112253533,32.9801176493728,36,"Y"
"1534","IDFdk3","IDFdk3/03","POPUTRE","At","4",6,2.82842712474619,2,"Y"
"1535","IDFdk3","IDFdk3/03","PSEUMEN","Fd","3",22.03333333383,6.89975844989267,6,"Y"
"1536","IDFdk3","IDFdk3/04","PSEUMEN","Fd","2",25.6,10.3585713300628,5,"Y"
"1537","IDFdk3","IDFdk3/06","PSEUMEN","Fd","2",31.9615384615385,16.166402324035,13,"Y"
"1538","IDFdk3","IDFdk3/08","PINUCON","Pl","2",6.2,5.35723809439155,5,"Y"
"1539","IDFdk3","IDFdk3/09","PICEENE","Sx","2",34.3333333333333,22.3681320930768,3,"Y"
"1540","IDFdk4","IDFdk4/01","PSEUMEN","Fd","2",28.4878787886013,15.3533945251217,33,"Y"
"1541","IDFdk4","IDFdk4/02","PINUCON","Pl","5",3.60000002384186,0.565685391231759,2,"Y"
"1542","IDFdk4","IDFdk4/02","PSEUMEN","Fd","3",18.8571428571429,9.00330627100533,7,"Y"
"1543","IDFdk4","IDFdk4/03","PSEUMEN","Fd","2",46,18.3847763108502,2,"Y"
"1544","IDFdk4","IDFdk4/05","POPUTRE","At","3",0.366666667163372,0.230940106815531,3,"Y"
"1545","IDFdk4","IDFdk4/08","PICEAX","Sx","2",37,21.2132034355964,2,"Y"
"1546","IDFdk4","IDFdk4/08","PICEENE","Sx","2",30.1000000238419,2.96984851470098,2,"Y"
"1547","IDFdk4","IDFdk4/08","PINUCON","Pl","2",2.56666668256124,0.513160150139469,3,"Y"
"1548","IDFdk4","IDFdk4/09","POPUTRE","At","2",0.350000001490116,0.212132032248622,2,"Y"
"1549","IDFdk5","IDFdk5/103","PINUPON","Py","4",3.06666666683224,2.51545224540138,9,"Y"
"1550","IDFdk5","IDFdk5/103","PSEUMEN","Fd","1",21.4518518602407,13.8397396234803,54,"Y"
"1551","IDFdk5","IDFdk5/104","PINUCON","Pl","2",0.666666666666667,0.288675134594813,3,"Y"
"1552","IDFdk5","IDFdk5/104","POPUTRE","At","2",1.7,1.52479506819769,5,"Y"
"1553","IDFdk5","IDFdk5/110","BETUPAP","Ep","1",16.75,9.9713876380658,8,"Y"
"1554","IDFdk5","IDFdk5/110","POPUTRE","At","1",10.7357142860336,10.5541539134944,14,"Y"
"1555","IDFdk5","IDFdk5/110","POPUTRI","Ac","2",4.5,0.707106781186548,2,"Y"
"1556","IDFdk5","IDFdk5/110","PSEUMEN","Fd","2",9.90687499998603,6.9436366252261,16,"Y"
"1557","IDFdm1","IDFdm1/101","LARIOCC","Lw","1",11.5012499999721,11.1342725402527,16,"Y"
"1558","IDFdm1","IDFdm1/103","PINUPON","Py","1",6.8666666696469,5.27331762443294,12,"Y"
"1559","IDFdm1","IDFdm1/103","PSEUMEN","Fd","1",20.3153846080487,15.2381563951618,13,"Y"
"1560","IDFdm1","IDFdm1/104","LARIOCC","Lw","2",9.7,9.63737243072099,20,"Y"
"1561","IDFdm1","IDFdm1/110.1","PINUCON","Pl","2",9,8.48528137423857,2,"Y"
"1562","IDFdm1","IDFdm1/110.1","PSEUMEN","Fd","1",22.3125,17.235630661096,8,"Y"
