"","bgc","ss_nospace","suitability","spp","newsuit","mod","outrange","PlotNumber","Species","TotalA","TotalB","NutrientRegime_clean","MoistureRegime_clean","Elevation","SlopeGradient","Aspect","MesoSlopePosition","Latitude","Longitude","SuccessionalStatus","StructuralStage","SiteUnit","newsuit_ord","TotalAB"
"6662","ESSFmc","ESSFmc/09",NA,"Pl",4,"inputed",NA,"8CS475","PINUCON",0,0.200000002980232,"B",6,1210,3,90,"TO",53.85614013,-126.74549865,"YEC","3b",NA,"4",0.200000002980232
"6663","ESSFmc","ESSFmc/08",NA,"Pl",3,"inputed",NA,"8CS473","PINUCON",0,5,"C",6,1200,10,82,"TO",54.28511047,-125.36370086,"YEC","3b",NA,"3",5
"6664","ESSFmc","ESSFmc/08",NA,"Pl",3,"inputed",NA,"8CS471A","PINUCON",0,3,"C",6,1210,4,112,"TO",54.28055953,-125.35489654,"YEC","3b",NA,"3",3
"6665","ESSFmc","ESSFmc/08",NA,"Pl",3,"inputed",NA,"8CS471","PINUCON",0,3,"C",6,1210,4,112,"TO",54.28055953,-125.35489654,"YEC","3b",NA,"3",3
"6666","ESSFmc","ESSFmc/09",NA,"Pl",4,"inputed",NA,"8CS469","PINUCON",0,0.5,"A",6,1320,8,112,"TO",54.2761116,-125.58460235,"YS","3b",NA,"4",0.5
"6667","SBSwk3","SBSwk3/02",NA,"Fd",2,"inputed",NA,"8CS443","PSEUMEN",0,0.5,"B",1,900,38,65,"CR",54.95394897,-125.0888977,"YEC","3b",NA,"2",0.5
"6668","SBSdw3","SBSdw3/05",NA,"Fd",1,"inputed",NA,"8CS438","PSEUMEN",26,10,"B",3,735,18,202,"MD",54.03261184,-125.35549926,"YEC","5",NA,"1",36
"6670","SBSdw3","SBSdw3/05",NA,"Fd",1,"inputed",NA,"8CS437","PSEUMEN",35,3.5,"B",4,761,25,161,"MD",54.02928161,-125.38079833,"YEC","5",NA,"1",38.5
"6673","SBSdk","SBSdk/04",NA,"Bl",2,"inputed",NA,"8CS425","ABIELAS",6,2.20000004768372,"C",3,750,51,67,"MD",53.98281097,-125.52729797,"MEC","5",NA,"2",8.20000004768372
"6675","SBSdw3","SBSdw3/05",NA,"Fd",1,"inputed",NA,"8CS417","PSEUMEN",18,3,"B",3,780,19,138,"UP",54.0088005,-125.45420074,"YS","5",NA,"1",21
"6689","IDFxh1","IDFxh1/110",NA,"Ep",3,"inputed",NA,"88KLP40","BETUPAP",7,0,"C",4,470,15,300,"DP",50.18806076,-119.25779724,"MCC",NA,"IDF xh 1 /110","3",7
"6693","BWBSmw","BWBSmw/104",NA,"Bl",3,"inputed",NA,"88FSJ06","ABIELAS",0,2,"B",3,835,3,350,"CR",56.58000183,-121.27559661,"OS",NA,NA,"3",2
"6696","ESSFwk2","ESSFwk2/03",NA,"Ac",3,"inputed",NA,"8876","POPUTRI",0,1,"D",5,1066,3,172,"LW",55.386213537765,-122.240086708926,"YS","3",NA,"3",1
"6698","ESSFwk2","ESSFwk2/03",NA,"Ac",3,"inputed",NA,"8862","POPUTRI",0.800000011920929,0.200000002980232,"C",5,1112,5,120,"LW",55.4045653360563,-122.001597337235,"YS","4",NA,"3",1.00000001490116
"6699","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"8860","ABIELAS",8,2.09999990463257,"E",5,1169,8,216,"TO",55.4386646825627,-121.511369860941,"YS","3",NA,"3",10.0999999046326
"6701","ESSFwk2","ESSFwk2/03",NA,"Ac",3,"inputed",NA,"8855","POPUTRI",0,1.20000004768372,"C",5,1034,6,321,"LW",55.3911663855884,-122.157993077086,"YS","3",NA,"3",1.20000004768372
"6704","ESSFwk2","ESSFwk2/03",NA,"Ac",3,"inputed",NA,"8828","POPUTRI",0,5.09999990463257,"C",5,1236,15,175,"LW",55.4146606348894,-122.144382234903,"YS","3",NA,"3",5.09999990463257
"6708","SBSmk1","SBSmk1/02",NA,"Bl",2,"inputed",NA,"8717581","ABIELAS",5,20,"A",2,966,85,201,"MD",54.92861175,-124.43669891,"MEC",NA,NA,"2",25
"6709","SBSmk1","SBSmk1/02",NA,"Bl",2,"inputed",NA,"8717572","ABIELAS",0,20,"B",6,1070,3,68,"UP",55.05194091,-124.8007965,"MEC",NA,NA,"2",20
"6710","SBSmk1","SBSmk1/02",NA,"Bl",2,"inputed",NA,"8717566","ABIELAS",5,20,"C",5,970,10,238,"MD",55.06111145,-124.96970367,"MEC",NA,NA,"2",25
"6711","SBSmk1","SBSmk1/02",NA,"Bl",2,"inputed",NA,"8717557","ABIELAS",14,10,"B",4,933,18,82,"LW",55.23944091,-125.28919982,"YCC",NA,NA,"2",24
"6712","SBPSdc","SBPSdc/08",NA,"At",3,"inputed",NA,"86RC066","POPUTRE",2,0,"D",6,1070,4,180,"DP",53.25555038,-123.91919708,"YEC",NA,NA,"3",2
"6713","SBPSdc","SBPSdc/08",NA,"At",3,"inputed",NA,"86RC065","POPUTRE",1,0,"D",6,1060,2,190,"LW",53.25555038,-123.94139862,"MEC",NA,NA,"3",1
"6714","SBPSdc","SBPSdc/08",NA,"At",3,"inputed",NA,"86RC059","POPUTRE",2,0.200000002980232,"D",6,1170,2,70,"DP",53.08666992,-124.17310333,"MEC",NA,NA,"3",2.20000000298023
"6723","ESSFmv3","ESSFmv3/01",NA,"At",1,"inputed",NA,"8630485","POPUTRE",50,0,"C",4,795,5,324,"LW",55.36111068,-120.27780151,"OS",NA,"ESSFmv 3 /01","1",50
"6724","ESSFmv3","ESSFmv3/01",NA,"At",1,"inputed",NA,"8630484","POPUTRE",35,0,"C",5,960,2,126,"LV",55.41249847,-120.17220306,"MS",NA,"ESSFmv 3 /01","1",35
"6726","ESSFmv3","ESSFmv3/01",NA,"At",1,"inputed",NA,"8630481","POPUTRE",55.5,0,"C",4,815,5,12,"MD",55.45555114,-120.11109924,"MS",NA,"ESSFmv 3 /01","1",55.5
"6728","ESSFmv3","ESSFmv3/01",NA,"At",1,"inputed",NA,"8630349","POPUTRE",10,0,"B",3,900,40,45,"MD",55.44832992,-125.53890228,NA,NA,"ESSFmv 3 /01","1",10
"6729","SBSwk3","SBSwk3/02",NA,"Fd",2,"inputed",NA,"8630335","PSEUMEN",10,0,"B",3,770,2,73,"UP",54.73194885,-124.86000061,NA,NA,"SBS wk 3 /02","2",10
"6730","SBSwk3","SBSwk3/02",NA,"Fd",2,"inputed",NA,"8630334","PSEUMEN",20,0,"B",3,780,20,230,"LW",54.75527954,-124.88610076,NA,NA,"SBS wk 3 /02","2",20
"6732","SBSmk2","SBSmk2/01",NA,"Sb",3,"inputed",NA,"8630291","PICEMAR",1,0,"C",4,800,15,310,"MD",56.63333892,-124.52220153,"YCC",NA,"SBS mk 2 /01","3",1
"6739","SBSmk2","SBSmk2/01",NA,"Sb",3,"inputed",NA,"8630264","PICEMAR",2,0,"C",4,730,7,224,"MD",56.68888854,-124.64170074,"YCC",NA,"SBS mk 2 /01","3",2
"6746","BWBSmw","BWBSmw/104",NA,"Bl",3,"inputed",NA,"8630163","ABIELAS",0,0.5,"B",5,900,3,32,"LV",56.49417114,-122.54969787,"MS",NA,"BWBSmw   /104","3",0.5
"6757","IDFdk2","IDFdk2/110",NA,"Ac",3,"inputed",NA,"85DL055","POPUTRI",6,0,"D",5,684,15,150,"DP",50.93888854,-120.02220153,NA,NA,"IDF dk 2 /110","3",6
"6759","MHmm1","MHmm1/110",NA,"Cw",3,"inputed",NA,"855380","THUJPLI",0,6,"B",1,1150,15,95,"CR",50.64194107,-125.86250305,"YS",NA,NA,"3",6
"6763","CWHvm1","CWHvm1/110",NA,"Tw",3,"inputed",NA,"853980","TAXUBRE",0,0.5,"D",4,150,30,150,"MD",50.80278015,-125.4441986,"MCC",NA,"CWH vm 1 /110","3",0.5
"6764","CWHvm1","CWHvm1/110",NA,"Tw",3,"inputed",NA,"853980","TAXUBRE",0,0.5,"D",4,150,30,150,"MD",50.80278015,-125.4441986,"MCC",NA,"CWH vm 1 /110","3",0.5
"6773","ESSFmv3","ESSFmv3/01",NA,"At",1,"inputed",NA,"8529746","POPUTRE",6,0.100000001490116,"C",4,1100,25,60,"MD",56.23805999,-124.44470214,"MCC",NA,"ESSFmv 3 /01","1",6.10000000149012
"6774","BWBSdk","BWBSdk/104",NA,"Ac",3,"inputed",NA,"8529709","POPUBAL",2,0.100000001490116,"D",6,1000,17,164,"LW",55.67694091,-124.65059661,"MEC",NA,"BWBSdk   /104","3",2.10000000149012
"6776","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"8529690","ABIELAS",0,1,"D",5,910,4,25,"UP",56.61944961,-122.49440002,"OS",NA,"BWBSwk 2 /110","3",1
"6785","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8529657","PICEMAR",2,4,"C",3,780,6,322,"UP",56.71944046,-121.74720001,"MS",NA,"BWBSmw   /103","2",6
"6786","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8529656","PICEMAR",6,3,"C",3,800,9,278,"UP",56.70832824,-121.72219848,"MS",NA,"BWBSmw   /103","2",9
"6787","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8529654","PICEMAR",12,19,"D",4,805,14,288,"MD",56.77917098,-121.58329772,"MS",NA,NA,"2",31
"6790","BWBSmw","BWBSmw/111",NA,"Bl",3,"inputed",NA,"8529646","ABIELAS",0,3,"D",5,830,25,17,"MD",56,-122.33190155,"MCC",NA,"BWBSmw   /111","3",3
"6791","SBSwk2","SBSwk2/01",NA,"Sb",3,"inputed",NA,"8529645","PICEMAR",2,0.5,"C",4,1030,11,242,"UP",55.95693969,-122.23609924,"YS",NA,NA,"3",2.5
"6793","BWBSmw","BWBSmw/103",NA,"Bl",3,"inputed",NA,"8529644","ABIELAS",0,3,"C",4,915,45,244,"MD",55.94860839,-122.20279693,"MS",NA,NA,"3",3
"6794","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8529637","PICEMAR",6,4,"C",3,850,24,250,"MD",55.93888854,-122.63749694,"MCC",NA,"BWBSmw   /103","2",10
"6795","BWBSmw","BWBSmw/103",NA,"Bl",3,"inputed",NA,"8529637","ABIELAS",0,3,"C",3,850,24,250,"MD",55.93888854,-122.63749694,"MCC",NA,"BWBSmw   /103","3",3
"6798","BWBSmw","BWBSmw/104",NA,"Ac",3,"inputed",NA,"8529628","POPUBAL",1,0,"C",3,710,2,244,"MD",55.70278167,-121.26940155,"OS",NA,"BWBSmw   /104","3",1
"6799","BWBSwk1","BWBSwk1/111",NA,"Bl",1,"inputed",NA,"8529618","ABIELAS",1,0.5,"D",6,810,25,296,"LW",55.45832824,-121.56109619,"YEC",NA,"BWBSwk 1 /111","1",1.5
"6801","BWBSmw","BWBSmw/104",NA,"Bl",3,"inputed",NA,"8529617","ABIELAS",0,1,"B",3,830,30,264,"MD",55.44443893,-121.55000305,"MCC",NA,"BWBSmw   /104","3",1
"6805","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8529514","PICEMAR",2,2,"C",3,700,11,216,"MD",55.93611145,-121.01390075,"YCC",NA,"BWBSmw   /103","2",4
"6809","BWBSmw","BWBSmw/103",NA,"Bl",3,"inputed",NA,"8529487","ABIELAS",1,0,"C",2,900,74,170,"MD",57.24166107,-122.67919921,"MEC",NA,"BWBSmw   /103","3",1
"6817","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8529462","PICEMAR",12,0,"C",3,880,8,330,"UP",56.74166107,-122.02500152,"OS",NA,NA,"2",12
"6822","BWBSmw","BWBSmw/103",NA,"Bl",3,"inputed",NA,"8529436","ABIELAS",0,1,"B",3,690,12,190,"MD",56.04167175,-122.31670379,NA,NA,"BWBSmw   /103","3",1
"6833","ESSFmv3","ESSFmv3/01",NA,"At",1,"inputed",NA,"8529285","POPUTRE",10,0,"C",3,980,14,108,"TO",55.66027832,-125.4661026,"YEC",NA,"ESSFmv 3 /01","1",10
"6847","ICHxm1","ICHxm1/101",NA,"Sx",3,"inputed",NA,"852008","PICEENE",0,5,"C",4,835,10,140,"MD",50.36742019,-119.50900268,"MS","5","ICH xm 1 /101","3",5
"6850","IDFdk2","IDFdk2/101",NA,"Ac",4,"inputed",NA,"851977","POPUTRI",0,0.5,"C",3,1205,14,100,"MD",49.74193954,-120.02670288,"MCC","5","IDF dk 2 /101","4",0.5
"6857","SBSmk2","SBSmk2/01",NA,"Sb",3,"inputed",NA,"8428981","PICEMAR",1,0,"B",4,760,2,341,"MD",55.65694046,-123.88749694,"MEC",NA,"SBS mk 2 /01","3",1
"6859","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"8428971","ABIELAS",10,6,"C",4,1000,12,280,"LW",56.4263916,-122.98609924,"YEC",NA,"BWBSwk 2 /110","3",16
"6861","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"8428969","ABIELAS",5,6,"D",5,1000,20,130,"MD",56.31666946,-122.85420227,"YEC",NA,"BWBSwk 2 /110","3",11
"6862","BWBSwk2","BWBSwk2/102",NA,"Bl",2,"inputed",NA,"8428968","ABIELAS",0,25,"A",2,1300,60,6,"UP",56.30833053,-122.85420227,"YEC",NA,NA,"2",25
"6864","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8428961","PICEMAR",0,4,"B",2,969,20,172,"UP",56.56388854,-123.10829925,"MEC",NA,"BWBSmw   /103","2",4
"6865","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"8428956","ABIELAS",13,3,"C",4,1500,5,100,"UP",56.42499923,-123.07499694,"MCC",NA,"BWBSwk 2 /110","3",16
"6871","BWBSwk2","BWBSwk2/102",NA,"Bl",2,"inputed",NA,"8428945","ABIELAS",9,7,"B",1,1470,58,220,"UP",56.47917175,-123.08750152,"YEC",NA,"BWBSwk 2 /102","2",16
"6874","BWBSmw","BWBSmw/103",NA,"Sb",2,"inputed",NA,"8428937","PICEMAR",5,2,"C",3,670,28,115,"UP",56.375,-122.15280151,"MCC",NA,"BWBSmw   /103","2",7
"6880","SBSmc3","SBSmc3/02",NA,"At",3,"inputed",NA,"8417551","POPUTRE",1,0,"A",1,1140,28,150,"UP",53.34722137,-124.56970214,"MEC",NA,"SBS mc 3 /02","3",1
"6883","SBSmc3","SBSmc3/05",NA,"Bl",3,"inputed",NA,"8417544","ABIELAS",1,7,"C",4,1185,1,310,"LV",53.27666854,-124.33029937,"YEC",NA,"SBS mc 3 /05","3",8
"6884","BWBSmw","BWBSmw/111",NA,"Bl",3,"inputed",NA,"8416227","ABIELAS",5,1,"C",6,990,10,128,"LW",56.51250076,-122.66670227,"MEC",NA,"BWBSmw   /111","3",6
"6885","BWBSwk2","BWBSwk2/110",NA,"Bl",3,"inputed",NA,"8416218","ABIELAS",0,2,"D",5,1100,8,70,"LW",56.52917098,-122.69170379,"MEC",NA,"BWBSwk 2 /110","3",2
"6888","BWBSmw","BWBSmw/104",NA,"Bl",3,"inputed",NA,"8416215","ABIELAS",0,0.5,"B",4,840,3,182,"LV",56.5,-122.54170227,"MEC",NA,"BWBSmw   /104","3",0.5
"6890","BWBSmw","BWBSmw/104",NA,"Bl",3,"inputed",NA,"8416165","ABIELAS",0,0.5,"D",4,890,8,50,"UP",56.49166107,-122.55000305,"MEC",NA,NA,"3",0.5
"6893","SBSmc3","SBSmc3/05",NA,"Bl",3,"inputed",NA,"8406721","ABIELAS",3,7,"B",3,1150,1,46,"LV",53.32027816,-123.4606018,"YEC",NA,"SBS mc 3 /05","3",10
"6894","SBSmc3","SBSmc3/02",NA,"At",3,"inputed",NA,"8406666","POPUTRE",1,0.5,"C",1,1135,23,160,"UP",53.24916839,-124.98329925,"YS",NA,"SBS mc 3 /02","3",1.5
"6895","SBSmc3","SBSmc3/05",NA,"Bl",3,"inputed",NA,"8406653","ABIELAS",2,3,"C",4,1200,2,328,"MD",53.26388931,-124.37419891,"MS",NA,"SBS mc 3 /05","3",5
"6897","SBSmc3","SBSmc3/05",NA,"Bl",3,"inputed",NA,"8406644","ABIELAS",5,9,"B",3,1160,2,130,"UP",53.31000137,-124.47360229,"MEC",NA,"SBS mc 3 /05","3",14
"6898","SBSmc3","SBSmc3/03",NA,"Bl",3,"inputed",NA,"8406639","ABIELAS",1,1,"A",2,1110,5,310,"CR",53.34056091,-124.5385971,"MEC",NA,"SBS mc 3 /03","3",2
"6901","SBSmc3","SBSmc3/03",NA,"Bl",3,"inputed",NA,"8406638","ABIELAS",0,1.5,"B",3,1100,15,152,"UP",53.3413887,-124.53189849,"MEC",NA,"SBS mc 3 /03","3",1.5
"6926","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"82RF059","ABIEAMA",0,0.100000001490116,"C",4,180,40,0,"MD",50.230773,-126.630723,"YCC","6",NA,"2",0.100000001490116
"6927","CWHdm2","CWHdm2/102",NA,"Cw",3,"inputed",NA,"82RF058","THUJPLI",0,2,"A",1,320,50,200,"UP",50.365487,-126.917676,"YEC","6",NA,"3",2
"6928","CWHdm2","CWHdm2/103",NA,"Cw",3,"inputed",NA,"82RF058","THUJPLI",0,2,"A",1,320,50,200,"UP",50.365487,-126.917676,"YEC","6",NA,"3",2
"6930","CWHvm1","CWHvm1/101",NA,"Pw",3,"inputed",NA,"82RF054","PINUMON",1,0,"C",4,180,50,35,"LW",50.404164,-126.249139,NA,NA,NA,"3",1
"6931","CWHvm1","CWHvm1/111",NA,"Pw",3,"inputed",NA,"82RF054","PINUMON",1,0,"C",4,180,50,35,"LW",50.404164,-126.249139,NA,NA,NA,"3",1
"6932","CWHvm1","CWHvm1/111.2",NA,"Pw",3,"inputed",NA,"82RF054","PINUMON",1,0,"C",4,180,50,35,"LW",50.404164,-126.249139,NA,NA,NA,"3",1
"6933","CWHvm3","CWHvm3/101",NA,"Pw",3,"inputed",NA,"82RF054","PINUMON",1,0,"C",4,180,50,35,"LW",50.404164,-126.249139,NA,NA,NA,"3",1
"6934","CWHvm3","CWHvm3/111",NA,"Pw",3,"inputed",NA,"82RF054","PINUMON",1,0,"C",4,180,50,35,"LW",50.404164,-126.249139,NA,NA,NA,"3",1
"6935","CWHvm3","CWHvm3/111.2",NA,"Pw",3,"inputed",NA,"82RF054","PINUMON",1,0,"C",4,180,50,35,"LW",50.404164,-126.249139,NA,NA,NA,"3",1
"6940","CWHdm2","CWHdm2/104",NA,"Ba",3,"inputed",NA,"82RF050","ABIEAMA",15,5,"C",2,380,75,150,"MD",50.137849,-126.527313,"MEC","7",NA,"3",20
"6947","CWHdm2","CWHdm2/102",NA,"Cw",3,"inputed",NA,"82RF042","THUJPLI",0,1,"D",0,230,10,260,"CR",50.395431,-126.932545,"MEC","6",NA,"3",1
"6948","CWHdm2","CWHdm2/103",NA,"Cw",3,"inputed",NA,"82RF042","THUJPLI",0,1,"D",0,230,10,260,"CR",50.395431,-126.932545,"MEC","6",NA,"3",1
"6949","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"82RF037","ABIEAMA",20,5,"B",4,390,20,285,"MD",50.165827,-126.44638,"YCC","7",NA,"2",25
"6956","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"82RF035","ABIEAMA",30,2,"B",4,310,20,275,"LW",50.16585,-126.455202,"YCC","7",NA,"2",32
"6957","CWHdm2","CWHdm2/101",NA,"Tw",4,"inputed",NA,"82RF032","TAXUBRE",1,0,"C",4,200,15,270,"MD",50.163561,-126.607577,"YCC","7",NA,"4",1
"6958","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"82RF032","ABIEAMA",20,2,"C",4,200,15,270,"MD",50.163561,-126.607577,"YCC","7",NA,"2",22
"6969","CWHvm1","CWHvm1/101",NA,"Pw",3,"inputed",NA,"82RF023","PINUMON",5,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"3",5
"6970","CWHvm1","CWHvm1/111",NA,"Pw",3,"inputed",NA,"82RF023","PINUMON",5,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"3",5
"6971","CWHvm1","CWHvm1/111.2",NA,"Pw",3,"inputed",NA,"82RF023","PINUMON",5,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"3",5
"6972","CWHvm3","CWHvm3/101",NA,"Pw",3,"inputed",NA,"82RF023","PINUMON",5,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"3",5
"6973","CWHvm3","CWHvm3/111",NA,"Pw",3,"inputed",NA,"82RF023","PINUMON",5,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"3",5
"6974","CWHvm3","CWHvm3/111.2",NA,"Pw",3,"inputed",NA,"82RF023","PINUMON",5,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"3",5
"6975","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"82RF023","CALLNOO",2,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"2",2
"6976","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"82RF023","CALLNOO",2,0,"C",4,410,15,10,"MD",49.982218,-126.302407,"OS","7",NA,"2",2
"6987","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"82RF021","ABIEAMA",5,0,"C",4,520,50,160,"MD",49.977634,-126.238898,"YCC","6",NA,"2",5
"6988","CWHvm1","CWHvm1/104",NA,"Pw",3,"inputed",NA,"82RF013","PINUMON",4,0,"B",3,460,35,230,"MD",49.944132,-126.210683,"OS","6","CWH vm 1 /104","3",4
"6989","CWHvm1","CWHvm1/104",NA,"Pw",3,"inputed",NA,"82RF013","PINUMON",4,0,"B",3,460,35,230,"MD",49.944132,-126.210683,"OS","6","CWH vm 1 /104","3",4
"6990","CWHvm1","CWHvm1/104",NA,"Pw",3,"inputed",NA,"82RF013","PINUMON",4,0,"B",3,460,35,230,"MD",49.944132,-126.210683,"OS","6","CWH vm 1 /104","3",4
"6991","CWHvm1","CWHvm1/104",NA,"Pw",3,"inputed",NA,"82RF013","PINUMON",4,0,"B",3,460,35,230,"MD",49.944132,-126.210683,"OS","6","CWH vm 1 /104","3",4
"6992","CWHvm1","CWHvm1/104",NA,"Pw",3,"inputed",NA,"82RF013","PINUMON",4,0,"B",3,460,35,230,"MD",49.944132,-126.210683,"OS","6","CWH vm 1 /104","3",4
"6993","CWHvm1","CWHvm1/104",NA,"Pw",3,"inputed",NA,"82RF013","PINUMON",4,0,"B",3,460,35,230,"MD",49.944132,-126.210683,"OS","6","CWH vm 1 /104","3",4
"6994","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"82RF004","ABIEAMA",3,1,"B",4,300,20,180,"MD",50.202254,-126.441951,"OS","7",NA,"2",4
"6998","CWHdm2","CWHdm2/104",NA,"Ba",3,"inputed",NA,"8235243","ABIEAMA",0,2,"B",3,590,25,288,"MD",49.09167098,-124.09169769,NA,NA,"CWH dm 2 /104","3",2
"7005","SBSmk2","SBSmk2/01",NA,"Sb",3,"inputed",NA,"8229736","PICEMAR",2,0,"C",4,900,15,104,"MD",56.40417098,-124.91110229,"MCC",NA,"SBS mk 2 /01","3",2
"7010","BWBSdk","BWBSdk/104",NA,"Ac",3,"inputed",NA,"8229706","POPUBAL",0,3,"D",6,1975,15,280,"LW",55.708889,-124.64389801,"MEC",NA,"BWBSdk   /104","3",3
"7014","ESSFmcw","ESSFmcw/110",NA,"Sx",3,"inputed",NA,"8218054","PICEENE",3,0,"C",4,1470,5,330,"CR",54.77082824,-126.71250152,"MCC","7","ESSFmcw  /110","3",3
"7016","SBSdw3","SBSdw3/01",NA,"Bl",2,"inputed",NA,"8217542","ABIELAS",0,3,"C",4,850,14,306,"MD",53.63333892,-122.98609924,"YCC",NA,"SBS dw 3 /01","2",3
"7017","CWHws2","CWHws2/101",NA,"Yc",2,"inputed",NA,"8216493","CALLNOO",0,12,"B",3,750,100,84,"MD",53.123246496578,-127.384557208129,"MCC",NA,NA,"2",12
"7018","CWHws2","CWHws2/102",NA,"Yc",1,"inputed",NA,"8216414","CALLNOO",0,12,"A",3,900,90,116,"CR",53.00307846,-127.15799713,"DC",NA,NA,"1",12
"7022","CWHws3","CWHws3/101",NA,"Hm",2,"inputed",NA,"8216385","TSUGMER",4,6,"A",2,610,10,170,"CR",52.9821588134925,-127.142543243516,"MEC",NA,NA,"2",10
"7024","ICHxm1","ICHxm1/101",NA,"Sx",3,"inputed",NA,"821230","PICEENE",1,0,"D",4,725,16,40,"LW",50.3581119316715,-119.492999911733,"YCC","5","ICH xm 1 /101","3",1
"7026","IDFxh1","IDFxh1/110",NA,"Ep",3,"inputed",NA,"821228","BETUPAP",3,3,"D",4,600,7,115,"LV",49.9136145777615,-119.555000798311,"MCC","7","IDF xh 1 /110","3",6
"7028","ICHxm1","ICHxm1/101",NA,"Sx",3,"inputed",NA,"821226","PICEENE",0,2,"B",3,1050,6,324,"MD",49.8415076673663,-119.283001113947,"MC","5","ICH xm 1 /101","3",2
"7030","ICHxm1","ICHxm1/101",NA,"Sx",3,"inputed",NA,"821224","PICEENE",0.5,1,"C",4,970,15,150,"LW",49.9956132117278,-119.318996697453,"YCC","5","ICH xm 1 /101","3",1.5
"7032","IDFxh1","IDFxh1/110",NA,"Ep",3,"inputed",NA,"821212","BETUPAP",2,0,"B",4,1000,10,250,"MD",49.2218149132515,-119.674002738251,"MEC","6","IDF xh 1 /110","3",2
"7044","IDFxh1","IDFxh1/110",NA,"Ep",3,"inputed",NA,"821090","BETUPAP",0.5,0.5,"D",4,591,3,140,"LW",49.914711233375,-119.552996971037,"MCC","6","IDF xh 1 /110","3",1
"7046","SBSdw3","SBSdw3/07",NA,"Fd",3,"inputed",NA,"8206689","PSEUMEN",2,0.100000001490116,"D",5,820,11,360,"MD",53.62388992,-123.54669952,"YEC",NA,"SBS dw 3 /07","3",2.10000000149012
"7048","SBSdw3","SBSdw3/07",NA,"Fd",3,"inputed",NA,"8206663","PSEUMEN",10,1,"C",5,700,90,360,"LW",53.95972061,-123.22360229,"YEC",NA,"SBS dw 3 /07","3",11
"7050","SBSwk1","SBSwk1/05",NA,"Hw",2,"inputed",NA,"8206641","TSUGHET",0,0.100000001490116,"C",2,780,63,100,"UP",54.10943984,-121.92189788,"MEC",NA,"SBS wk 1 /05","2",0.100000001490116
"7051","SBSdw3","SBSdw3/01",NA,"Bl",2,"inputed",NA,"8206624","ABIELAS",0,4,"B",4,900,25,74,"MD",54.52360916,-124.13189697,"YEC",NA,"SBS dw 3 /01","2",4
"7053","SBSdw3","SBSdw3/01",NA,"Bl",2,"inputed",NA,"8206621","ABIELAS",0,1,"C",4,830,1,340,"MD",54.69860839,-124.14440155,"YEC",NA,"SBS dw 3 /01","2",1
"7054","SBSdw3","SBSdw3/01",NA,"Bl",2,"inputed",NA,"8206619","ABIELAS",0,0.5,"C",4,780,1,350,"MD",53.99555969,-123.25279998,"YEC",NA,"SBS dw 3 /01","2",0.5
"7056","SBSdw3","SBSdw3/01",NA,"Bl",2,"inputed",NA,"8206615","ABIELAS",1,9,"C",4,785,12,340,"UP",54.63610839,-124.39389801,NA,NA,"SBS dw 3 /01","2",10
"7058","SBSvk","SBSvk/04",NA,"Hw",4,"inputed",NA,"8206585","TSUGHET",0,0.5,"B",2,867,7,180,"UP",54.12194061,-121.64309692,NA,NA,"SBS vk   /04","4",0.5
"7059","SBSwk1","SBSwk1/06",NA,"Fd",3,"inputed",NA,"8206584","PSEUMEN",2,2,"C",3,935,10,210,"UP",54.56027984,-122.00309753,"MCC",NA,"SBS wk 1 /06","3",4
